id,title,description
2f2547cfc752cc14986449f692b1ca44,Data Analyst,"Loyal Source is currently hiring a Data Analyst for an opportunity to work in Texas ESSENTIAL FUNCTIONS AND BASIC DUTIES Interpret data, analyze results using statistical techniques and provide ongoing reports Develop, implement and automate data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Automate data acquisition from primary or secondary data sources and maintain data systems Demonstrated expertise in managing complex analysis and implementing improvement projects. Review Quality Operations key performance indicators and support the compliance effort of the Quality team Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to identify issues. Work with management to prioritize business and information needs Locate and define new process improvement opportunities REQUIREMENTS 3+ years of working experience as a data analyst or business data analyst QUALIFICATIONS US work authorization is a precondition of employment. The company will not consider candidates who require sponsorship for a work-authorized visa. Technical expertise regarding data models, data mining and segmentation techniques. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. Adept at queries, report writing and presenting findings Knowledge of statistics and experience using statistical packages for analyzing data sets (Excel and its multiple layered formula, SAS etc) Excellent interpersonal communication skills, including regularly leading presentations in front of leadership. Ability to manage multiple large and complex projects simultaneously and successful prioritize and deliver on deadlines. EDUCATION/CERTIFICATION: BS in Data Analytics, Mathematics, Computer Science, Engineering, or equivalent degree required. TECHNOLOGICAL ABILITY: Plus: Knowledge of and experience with reporting packages (Business Objects, QlikView, etc), databases (SQL, etc), programming (Python, XML, Javascript, or ETL frameworks) Loyal Source is an Orlando-based workforce solutions provider dedicated to delivering elite services worldwide. With a focus in government healthcare, technical and support services, engineering, and travel healthcare, Loyal Source provides exceptional custom solutions to both private enterprise and government agencies. Loyal Source is a military friendly employer and proud partner of the Military Spouse Employment Partnership program. For more information go to our website www.loyalsource.com and follow us on LinkedIn, Facebook & Twitter for other positions currently open. Loyal Source does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor. Job Types: Full-time, Contract Benefits: Dental insurance Health insurance Vision insurance Schedule: 8 hour shift Education: Bachelor's (Required) Experience: Data analysis skills: 3 years (Preferred) Work Location: Multiple locations Company's website: www.loyalsource.com Company's Facebook page: https://www.facebook.com/LoyalSource/"
012eca9bbb64de4f5117d4c8b31084bf,Data Scientist,"Key Role: Explore and exploit data sources through the use and creation of scientific processes and technologies to uncover and communicate business insights. Develop or contribute to solutions for a variety of problems of moderate scope and complexity. Work independently with some guidance and review or guide the activities of junior employees. Basic Qualifications: Experience with Python, SQL, R, Hadoop, Spark, Java, C/C++, Git, Bash, Tableau, ArcGIS, or UNIX commands Experience with the intelligence community and methodological work in relationships and discovery, situational awareness, systems modeling, or business analytics Knowledge of research design principles Knowledge of individual, organizational, technological, or transnational issues of national security concern Knowledge of appropriate analytic methods and methodological tools in applied mathematics, computer programming, or data visualization TS/SCI clearance with a polygraph BA or BS degree Additional Qualifications: Experience with project management concepts and principles Knowledge of intelligence collection methods, capabilities, and tasking process Ability to leverage multiple data management tools to organize relevant information and make decisions Ability to develop comprehensive software applications Ability to translate complex, technical findings into an easily-understood narrative, in graphical, verbal, or written forms Ability to multitask and change focus quickly as mission needs change Ability to work collaboratively and effectively in a team environment Ability to establish and maintain internal and external professional networks, including subject matter experts, collectors, and decision makers that are necessary to carry out tasks or projects Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance with polygraph is required. We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."
034b7c63e24c2efcbd985e773873096f,Business Analyst,"Overview: When you think of InComm Payments, think of Innovative Payments Technology. We were founded 25 years ago and continue to be a pioneer in the payment (FinTech) industry. Since our inception, we have grown to be a team of over 2,500 employees in 30 countries around the world. We own over 386 global technical patents and a network that includes over 500,000 points of retail distribution that points to our industry expertise. InComm Payments works with the most recognized and valued brands in the world, and we are partnered with most of the world’s leading merchants. InComm Payments is highly focused on our people and their growth, and we work hard to make a career at InComm Payments meaningful and rewarding. We value innovation, quality, passion, integrity and responsibility in all that we do, and we are looking for great people to join our team as we move forward towards a very bright future. You can learn more about careers at InComm Payments here: www.incomm.com or connect with us on Twitter, Facebook, LinkedIn, or Our Blog. Inside InComm from InComm on Vimeo. About This Opportunity: InComm Payments is looking for a Business Analyst in our St. Louis or Atlanta, GA office. This person will write stories and epics, and drive tasks with the Product Management and Dev team. The team releases in Kanban and Scrum and this person should be able to run with a number of independently scheduled releases. Come be part of an innovative team that is continuing to grow! Responsibilities: Primary role is to facilitate the definition and scope for platform and/or client new development and enhancements that meet stated product or client business needs. Work with account management, product owners and tech teams to develop and review requirements, propose and document solution design and approach. Create documentation on the existing system and maintain documentation which includes current state of system flow. Manages an application development team in continual integration and continual development (CI/CD) activities, primarily supporting Kanban methodology but also supporting Scrum where needed. Manage individual release contents, contributing to the management of the overall development roadmap. Communicate between Account Management, Development, QA and Production Support to Roadmap release planning Support the business of new product development and existing product enhancement and facilitate IT's ability to respond with a 'Rough Order of Magnitude' (ROM) specific to design, development, resources, costs and schedule estimates. Ensure business requirements are translated well into epics and stories and is reflected in the technical design. Deliverable responsibilities: Scope, Business, Functional and Technical Requirements/Specification Documentation, Prototypes and Process Flows and project documentation artifacts. Ensure Delivery of planned initiatives on time with quality. Ensure teams follow lnComm standards and best practices. Technical design and analysis of business use cases in preparation for development. Able to quickly adjust and support changing priorities per business needs. Effective verbal and written communication. Problem solving skills and the ability to work with innovative solutions. Strong analytical skills with the ability to assess complex situations and understand key issues. Work effectively in a team environment to produce good quality and timely results. Customer Service orientation with the ability to effectively interact with users of all levels. Able to proactively address system issues that have potential impact for the corporation. Strong research, analytical, and troubleshooting skills. Qualifications: 5+ years of System and Business Analyst experience in IT. Bachelor’s degree in a relevant field of education or an equivalent combination of education and work experience Ability to grasp technical understanding of a project quickly, see the big picture and drive to the project to completion. Ability to lead large, complex development project discussions with minimal assistance. Possesses general understanding in the areas of application programming, database and system design. Scrum certifications are a plus Strong communication and personal skills. Ability to lead discussions with cross-functional teams. Delivers engaging, informative, well-organized presentations. Communicates and follows-up regularly (face-to-face then email, email then phone, etc.). Proficient with Microsoft Office applications (Word, Visio, Powerpoint, Excel, etc). Solid planning (forward thinking), development, evaluation/analytics and recommendation skills. Experienced in successfully managing multiple initiatives simultaneously. Solutions oriented - holistic approach to problem solving and able to identify solutions to various levels of problems without compromising integrity of service; Both strategic and tactical thinker with business process mindset. Document, share knowledge and train others. Ability to think analytically and should be a problem solver. Ability to gather and interpret relevant data and information. Experience supporting internal and external customers. InComm provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin, citizenship, veteran’s status, age, disability status, genetics or any other category protected by federal, state, or local law. This position is eligible for the Employee Referral Bonus Program - Tier III #LI-KH1"
c1cc03a2ece7acf38803fdd367ee51cb,Senior Product Manager,"You Have: 6+ years of professional work experience as a data scientist or data analyst in a high-velocity product development environment Experience taking products from idea to launch in a full-stack data science/analytics capacity Expert fluency in SQL-based data manipulation In-depth knowledge of A/B experiment design and able to use the results to guide product decisions Experience using a scripting language such as R or Python for data analysis High level of comfort creating dashboards in Tableau or comparable software About Us: Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to outstanding esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Learn about all things Twitch on Linkedin, Twitter and on our Blog. About the Role: Product analysts play a central role in Twitch's data-driven decision-making process. As an analyst at Twitch, you will shape the way product performance is measured, establish questions that guide product strategies, and scale analytics methods and tools to support our growing business. We are looking for an experienced product analyst to help develop new advertising programs aimed at improving viewer experience and unlocking new opportunities for creators. You are a full-stack data powerhouse who is experienced in driving product decisions throughout the product lifecycle using data and experimentation. You will join an experienced team of engineers, product managers, designers, and data analysts in bringing innovative advertising products from idea to launch. You Will: Inform strategies and prioritization through insights derived from in-depth data analysis Use A/B experiments to drive product direction with iterative innovation and measurement Define core metrics for plans Develop automated dashboards and other self-service reporting tools to surface data to partners Build scalable data pipelines to support analytics needs Evaluate and forecast impact of product features on creators, viewers, and the entire Twitch ecosystem Drive the team's analytics roadmap and prioritize the most impactful projects Perks: Medical, Dental, Vision & Disability Insurance 401(k), Maternity & Parental Leave Flexible PTO Commuter Benefits Amazon Employee Discount Monthly Contribution and Discounts for Wellness Related Activities & Programs (e.g., gym memberships, off-site massages), Breakfast, Lunch & Dinner Served Daily Free Snacks and Beverages Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
0e283f6e5dcb1f26d8889d2bb4f3117b,Senior Product Manager,"You Lead the Way. We’ve Got Your Back. At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible - and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. The Team: One Amex is a product development platform which breaks business unit, market, and device boundaries to create cohesion, simplicity, and ubiquity across digital at American Express. One Amex enables engineers to develop fast, scalable, and consistent websites. Since it follows an inner source model, everyone at American Express can view and contribute to any part of the platform. Being part of OneAmex is about being a platform champion to build reusable software that impacts our customers in a positive way though data and content. We are innovative and a global organization with activities in different customer experiences. The Role: Join our team to create exciting new products and services that help all American Express customers. You will collaborate with a set of experienced product managers and act as a leader for defining how we gather, store, discover, and utilize content, data and information to deliver contextual customer experiences. You'll work closely with our data, analytics, machine learning, personalization, account experiences, consumer, servicing, merchant, and commercial teams to ensure they have the data and content they need to build the best of the best customer experiences and attack customer problems. We are looking for a strong leader who can work at the intersection of business, engineering, and user experience, with deep domain knowledge of data or content management systems. Key Responsibilities: Lead the creation of our data and/or content strategy, vision, and framework Define how the organization will gather and use data and analytics to deliver great customer experiences Define how content will be created, searched/retrieved, delivered, and its processes Obsess over customer needs and push to achieve these needs Partner across American Express teams to align and seek buy-in for the vision Prioritize initiatives (features) and create product roadmaps Establish metrics and key performance indicators to manage the business Develop business requirements and user stories Work closely with engineering, data, analytics and product management teams to deliver results Strong people leadership skills Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for these positions. Minimum Qualifications Bachelor’s degree or higher in computer science, math, business, or related discipline; Deep knowledge of content management, data modeling, data infrastructure, and statistical and machine learning, SEO (one or more) Experience of 2-3 years as a product manager of complex technologies Track record of shaping business strategy and roadmaps for technical products Ability to work with software development teams, data engineers, and data scientists to launch and improve data lakes and software applications Strong written communication skills and the ability to influence other teams Experience defining data needs and frameworks for customer facing products Preferred Qualifications Strong understanding of the payments industry Track record of shipping enterprise grade global products Experience creating B2B service offerings that cater to a wide audience Prior data and engineering experience Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for these positions. American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law. ReqID: 21002172 Schedule (Full-Time/Part-Time): Full-time Date Posted: Feb 4, 2021, 11:42:54 AMAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law."
fd34b46d3aef91e7f8024aa240e0cce3,Digital Marketing Specialist,"The Company: NWCREI owns and operates over 1,800 apartment units in the Puget Sound Area, along with retail, office, and mixed-use properties since 1973. With lasting market knowledge and experience in real estate, we have continued to acquire and manage well-appointed properties in highly desirable areas. Most of our apartments are in Capitol Hill, the city’s mecca of art, culture, entertainment, shopping, and fine dining. You can also find apartments in other exclusive neighborhoods such as Queen Anne, Fremont, West Seattle, and the University District. Position: The Digital Marketing Specialist is responsible for planning, implementing, and managing the company's digital marketing strategy including social media, email marketing, website design updates, and related specialties. This position will manage the digital media library including property photography, floor plans, site maps, logos, and pre-recorded video tours, and oversee all social media content ensuring compliance with company policies and Seattle and WA State Fair Housing Laws. This role will also create and design social posts using Publisher, Canva, Adobe Illustrator, or similar programs. Responsibilities: Evolve the brand-vision, and tone across a multitude of creative projects. Measures and reports performance of all digital marketing campaigns and assesses against goals (ROI and KPIs). Design for brand and marketing content across multiple channels (web, digital, print) while maintaining brand consistency across all creative. Update business listings via Google, Yelp, Facebook, and other internet listing sites. Design and maintain Company's website and two luxury buildings. Prepare informational packages and flyers for property tours and flyer boxes. Travel to multiple properties within the Seattle area on a regular basis to determine the best marketing strategy and take photos. Manage Craigslist ad postings, ensuring team members are using best practices and photos. Identifies trends and insights and optimizes spend and performance based on the insights. Brainstorms new and creative growth strategies through digital marketing. Evaluates emerging technologies. Provides thought leadership and perspective for adoption where appropriate. Requirements: A combination of education and related experience. Bachelor's (BA/BS) in Marketing or similar or 2 years’ experience in a similar role. A best-fit candidate will have proven success using social media for improving online presence, marketing, and sales/leasing efforts, excellent knowledge of Facebook, Twitter, LinkedIn, Pinterest, Instagram, Google+, and other social media best practices and KPIs. An understanding of SEO and web traffic metrics; experience with Google Analytics and familiarity with web design and publishing. Benefits: We offer comprehensive compensation and benefits packages, that include Medical, Vision, Life Insurance, paid Vacation, and Holidays. Sick Time & 401k with company match. Work Schedule: Monday-Friday from 9:00 am - 5:00 pm Qualified candidates are encouraged to apply. Please send a resume and explanation of why you would be a good fit for this position. We are an equal opportunity employer. Job Type: Full-time Pay: $25.00 - $28.00 per hour Benefits: 401(k) 401(k) matching Dental insurance Health insurance Paid time off Referral program Retirement plan Vision insurance Schedule: 8 hour shift Monday to Friday Ability to Commute/Relocate: Seattle, WA (Preferred) Education: Bachelor's (Preferred) Experience: Marketing: 2 years (Required) Willingness To Travel: 50% (Required) Work Location: Multiple locations Company's website: www.northwestapartments.com Benefit Conditions: Waiting period may apply Only full-time employees eligible Work Remotely: No COVID-19 Precaution(s): Personal protective equipment provided or required Plastic shield at work stations Temperature screenings Social distancing guidelines in place Virtual meetings Sanitizing, disinfecting, or cleaning procedures in place"
7477135d45aef9aada776701588ddaa9,Director Business Analyst,"Marketing Director ZippityPrint is looking for a motivated and passionate Marketing Director to build our Marketing Department. The Marketing Director will implement strategies to strengthen the company’s market presence. The ideal candidate will be a skilled marketing strategist with the ability to drive creativity and motivate others. The Marketing Director will be resolute in his/her mission to increase the company’s market share and maximize revenues. Responsibilities Design and implement comprehensive marketing strategies to create awareness of the company’s business products and services Build in-house marketing department and provide guidance and feedback to marketing and graphic design professionals Build a marketing team to consult and provide guidance to a diverse list of customers Oversee all aspects of marketing campaigns Plan and execute campaigns for launching of new product lines etc. Monitor progress and submit performance reports Responsible for producing valuable content for the company’s online presence Conduct general market research to keep abreast of trends and competitor’s marketing movements Control budgets and allocate resources amongst projects Become the organization’s agent towards external parties such as media and potential clients and build strategic partnerships Skills Proven experience as Marketing Director Excellent leadership and organizing skills Analytical and creative thinking Exquisite communication and interpersonal skills Up to speed with current and online marketing techniques and best practices Thorough knowledge of web analytics (e.g. Google Analytics, WebTrends etc.), SEO strategies, and Google Adwords Customer-oriented approach with aptitude Adobe Creative Suite knowledge preferred BS in marketing and communications or relevant field preferred Related keywords: marketing, marketing director, director of marketing, marketing manager Job Type: Full-time Pay: $61,000.00 - $91,000.00 per year Benefits: Health insurance Paid time off Professional development assistance Schedule: Monday to Friday Supplemental Pay: Bonus pay COVID-19 considerations: Temperatures are taken from individuals entering building. Individuals with a temperature of 100.4 or greater are not permitted to enter. Masks are required to be warn by all individuals when inside the building. Education: Bachelor's (Preferred) Experience: Marketing: 5 years (Preferred) Work Location: One location This Job Is: A job for which military experienced candidates are encouraged to apply A job for which all ages, including older job seekers, are encouraged to apply A job for which people with disabilities are encouraged to apply Company's website: www.zippityprint.com Company's Facebook page: https://www.facebook.com/zippityprint Benefit Conditions: Waiting period may apply Only full-time employees eligible Work Remotely: No"
7a3319c32b9fec317e33e42d40f642ee,Software Engineer,"Looking for a career with purpose? One that challenges your mind, grows your skills and contributes to our Nation’s most critical missions? Do you pride yourself on solving problems that others think are impossible? If you answered yes to these questions, then we would like you to join Lockheed Martin's SSC Mission Solutions, Ground Systems & Solutions Engineering Team! Mission Solutions develops, delivers, and operates affordable engineering and sustainment solutions for commercial, military and intelligence users across the globe. These mission critical efforts include development of innovative enterprise, cloud and application-based solutions for mission management, command and control, collection orchestration and tasking, processing, data analysis and analytics along with premier operations and sustainment capabilities of space- based programs in support of national security. This is a 2021 Summer Intern position. Seeking an energetic, enthusiastic intern candidate who has training and interest in at least one of these skill areas: C, C++, C#, Java, XML, Windows, .NET, and UNIX, system software and scripting development, Java programming, web development, System analysis, System design, Software Design, Software Development and Implementation, Software Test, Cyber Security, System Operations. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Ability to obtain a TS/SCI Clearance required for this role. Basic Qualifications: Acceptable degree programs include only science and technology related disciplines such as Mathematics, Computer Science, Systems Engineering, Electrical Engineering, Computer Engineering, Physics, Information Technology, Management Information Systems, Cyber Security or related discipline. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information, including US Citizenship. Desired Skills: Proficiency in one of the related: C, C++, C#, Java, XML, Windows, .NET, and UNIX, system software and scripting development, Java programming, web development, System analysis, System design, Software Design, Software Development and Implementation, Software Test or Cyber Security. BASIC QUALIFICATIONS: job.Qualifications Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about. As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories. EXPERIENCE LEVEL: Co-op/Summer Intern"
f62701ec6e90e482d794122039cdc290,Marketing Manager,"Marketing Analyttics - Sr. Analyst 245 Long Hill Rd, Middletown, CT 06457, USA Req #518 Sunday, January 10, 2021 Join the Hartford Courant/Fox 61 Top Workplace for 8 Years in a Row - #1 in 2019! OVERALL OBJECTIVE Position reports to the VP – Product Management and Analytics and is responsible for managing key marketing information systems including but not limited to MCIF. Accountable for the reporting of business results, customer analytics, marketing programs, the marketing budget, and the competitive marketplace. Creates and maintains timely reports and analytics of key functional metrics, driving strategic promotional decisions and understanding customer journey. ESSENTIAL FUNCTIONS Creates timely regularly scheduled reports as well as adhoc reports of business results, customers and the competition. Updates and manages the MCIF system Fulfillment and tracking of marketing promotional programs PRINCIPAL ACCOUNTABILITIES Depth of knowledge of MCIF system and independently manages functionality including updates, data quality and validation, query development and the creation of monthly and custom reports and extracts. . Routinely demonstrates thorough understanding of, and ability to, design, develop and execute tracking and analytic support activities including but not limited to cross-sell, special offers, and promotional activities. Fulfills and tracks special marketing promotional offers via reporting Produces and coordinates any marketing mailings with mail house vendor. Supports product management function; including but not limited to information gathering, report creation, and testing product functionality. Able to handle large customer data extracts, manipulation, modeling to provide forward looking insights on customer experience and customer journey Serves as in–house expert on competitive environment with specific emphasis on consumer deposit and loan products and services through effective management of data gathering and analysis. Independently and as requested, manages the coordination of effective sales tools for front line bank staff. Develop and produce a series of monthly and ad hoc executive business results reports for all business lines of the Bank, including monthly monitoring of customer related data. Manage process to ensure timely availability of data and performs analysis of results. Prepares timely reports of the marketing budget activities including entering and tracking invoices and producing reports monthly and as needed. Strong analytical skills with ability to interpret analytic result and convert them into a business story Creative problem solver who enjoys thinking “outside of the box” to solve problem MINIMUM KNOWLEDGE/SKILLS Three or more years of demonstrated, related analytic experience Initiative with demonstrated experience in working independently to complete assigned tasks Demonstrated interest in data science and quantitative analytics with an emphasis on marketing analytics, customer analytics and promotion analytics Demonstrated experience in examining collected data for quality, consistency, and accuracy. Proven ability to analyze complex data sets for insights and results as well as understand/diagnose anomalies Ability to effectively plan and execute multiple projects simultaneously. Effective written, verbal, and presentation skills Advanced user of Excel, Access, and PowerPoint Bachelors degree in Statistics, Economics, Mathematics, Engineering, or related field, or advanced degree (ie MBA) with an emphasis on quantitative analysis. PHYSICAL DEMANDS Advance knowledge of Excel and Access software programs Advanced user of MCIF-type database General Office Equipment COMPLIANCE Adheres to applicable federal and state regulations and Bank policies and procedures, including OFAC, BSA, PATRIOT Act, Privacy, and consumer protection regulations pertaining to incumbent’s business line. Completes required training (on-line and in person) by set due dates In order to be considered an applicant, you must meet the minimum requirements of the position and apply within the position posting dates. We are proud to be an EEO/AA Employer M/F/D/V Other details Job Family Executive Job Function Staff Pay Type Hourly"
974e5701fced2b8ecefdd4716f345c9a,Senior Software Engineer,"Microsoft Dynamics 365 is a rapidly growing business at Microsoft and is considered one of the leaders in Software as a Service in the world of business applications. Dynamics 365 provides the best showcase for innovations across Microsoft such as Machine Learning, Augmented Reality, Predictive Analytics and end-to-end Digital Transformation for businesses. Are you looking to build Software as a Service (SaaS) applications to enable our business customers to undertake their journeys of digital transformation with the Dynamics 365 Service Cloud? Our team delivers business applications for Customer Service, and Field Service, and Project-based industries. We are building the next generation of our applications running on Azure that pull together Dynamics 365, Office 365, Teams and many Microsoft cloud services to deliver high value, complete, and predictive application scenarios across all devices and form factors. Our team innovates quickly and work closely with our partners and customers in a very agile, high energy environment. If the opportunity to collaborate with diverse engineering teams, on enabling end-to-end business scenarios using cutting-edge technologies and to solve challenging problems for large-scale 24x7 business SaaS applications excites you, please come and talk to us! We have an opportunity for you to make a broad positive impact, whether you like building appealing user experiences, enjoy solving complex algorithmic problems or have a real passion for enabling elaborate business processes. Come and learn together with us, how to develop, deploy and maintain cloud-based business applications, used by thousands of customers around the world. Responsibilities Design, develop, test & support providing technical leadership & significant contribution to features, experiences & solutions for end-to-end business scenarios over the full stack using cutting-edge modern development technologies Collaborate across diverse engineering teams to solve challenging problems for large-scale business SaaS applications Accountability for the quality, usability & performance of features Debug and handle customer reported issues Qualifications REQUIRED QUALIFICATIONS 7+ years of professional software development (C#/C++/Java, SQL, HTML5/JavaScript/React or ASP.NET/ReactNative) experience Background with online services and cloud computing PREFERRED QUALIFICATIONS Bachelor’s or master’s degree in Computer Science, Engineering or Advanced Sciences Prior experience in developing, debugging and maintaining code in cloud scale environment, object-oriented languages and database query languages Database development experience Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter. Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form. Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work. #BAGJobs #DPGJobs"
c9ebc8fd0490b25cf6582188b58407b3,Data Scientist,"About Conduent: Through our dedicated associates, Conduent delivers mission-critical services and solutions on behalf of Fortune 100 companies and over 500 governments – creating exceptional outcomes for our clients and the millions of people who count on them. You have an opportunity to personally thrive, make a difference and be part of a culture where individuality is noticed and valued every day. Job Description: Job Summmary Purpose: Responsible for those functions, activities, and skills required for analysis, design, coding, integration, test & maintenance of software modules, subsystems or systems which control other electrical, mechanical, electronic or network systems. General Scope: Builds knowledge of the organization, processes and customer Requires knowledge and experience in own discipline; still acquiring higher level knowledge and skills Receives a moderate level of guidance and direction Moderate decision making authority guided by policies, procedures, and business operations protocol Primary Responsibilities: May perform one or more of the following: Build strong analytics team with strong capabilities in statistical analysis, Big Data and Machine Learning Plans, designs, develops and tests software systems or applications for software enhancements and new products. To Contribute to model generation and model monitoring frame work Analyzes, programs, and modifies software enhancements and/or new products used in local, networked, or Internet-related computer programs. To work with customers to critical AI deployment problems and solve with innovation Using current programming languages and technologies, writes code, completes programming, and performs testing and debugging of applications. Plans and directs studies of potential electronic data processing applications. May make hardware or software purchasing recommendations regarding web development. Candidate Education: MS/PhD in CS with 5 years relevant experience in Data science Candidate Minimum Qualification: Knowledge of basic and advanced concepts of machine learning and deep learning. Deep technical and practical knowledge of Computer Vision and Machine learning/Deep learning algorithms Hands-on experience with OpenCV to design algorithms for image enhancement, object detection, etc on real-world noisy images. Proficiency in at least one higher level programming language such as Python or R Skilled in Data Modeling and Evaluation. Able to guide junior developers and interact with stake holders Minimum shows a systematic, analytical approach to problem solving. Minimum technical knowledge and understanding of major technology areas, platforms, development processes and system lifecycles Preferred Qualification: Experience working with data visualization tools. Experienced at least one of the popular deep learning frameworks such as Caffe, Darknet, PyTorch and Tensorflow. Being able to create and iterate on solutions and dashboards to empower operational and exploratory analysis. Understanding of the conventional image and video processing approaches. Working knowledge of database is added advantage. Minimum has a broad and moderately deep knowledge coupled with working knowledge of the activities of those businesses and other organizations that use software systems. Closing: Conduent is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, creed, religion, ancestry, national origin, age, gender identity, gender expression, sex/gender, marital status, sexual orientation, physical or mental disability, medical condition, use of a guide dog or service animal, military/veteran status, citizenship status, basis of genetic information, or any other group protected by law. People with disabilities who need a reasonable accommodation to apply for or compete for employment with Conduent may request such accommodation(s) by clicking on the following link, completing the accommodation request form, and submitting the request by using the ""Submit"" button at the bottom of the form. For those using Google Chrome or Mozilla Firefox please download the form first: click here to access or download the form. You may also click here to access Conduent’s ADAAA Accommodation Policy."
